"id","Behavior","Quadrant","Side","Wall_Corner_Facing","Touching_Wall","Head_Up","Start_Time","End_Time","Trial","Turtle","total_seconds","treatment","experiment_group"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","No",00:14:00,00:20:00,"Prelim_Trial","2000",6,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",00:20:00,00:24:00,"Prelim_Trial","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",00:24:00,00:26:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",00:26:00,00:28:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",00:28:00,00:31:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","BS","Stimulus","SW","Yes","No",00:31:00,00:34:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",00:34:00,00:37:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",00:37:00,00:43:00,"Prelim_Trial","2000",6,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","No",00:43:00,00:45:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",00:45:00,00:51:00,"Prelim_Trial","2000",6,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",00:51:00,00:54:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",00:54:00,00:57:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","BS","Stimulus","SW","Yes","No",00:57:00,00:59:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",00:59:00,01:00:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",01:00:00,01:07:00,"Prelim_Trial","2000",7,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",01:07:00,01:09:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","BS","Stimulus","SW","Yes","No",01:09:00,01:13:00,"Prelim_Trial","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",01:13:00,01:14:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","No","Yes",01:14:00,01:21:00,"Prelim_Trial","2000",7,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",01:21:00,01:29:00,"Prelim_Trial","2000",8,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",01:29:00,01:38:00,"Prelim_Trial","2000",9,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",01:38:00,01:47:00,"Prelim_Trial","2000",9,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",01:47:00,01:50:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",01:50:00,01:58:00,"Prelim_Trial","2000",8,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",01:58:00,02:01:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",02:01:00,02:05:00,"Prelim_Trial","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",02:05:00,02:12:00,"Prelim_Trial","2000",7,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",02:12:00,02:14:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",02:14:00,02:16:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",02:16:00,02:17:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FNW","Yes","Yes",02:17:00,02:18:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",02:18:00,02:24:00,"Prelim_Trial","2000",6,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",02:24:00,02:25:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",02:25:00,02:27:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",02:27:00,02:38:00,"Prelim_Trial","2000",11,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",02:38:00,02:46:00,"Prelim_Trial","2000",8,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",02:46:00,02:48:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",02:48:00,02:55:00,"Prelim_Trial","2000",7,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",02:55:00,02:57:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",02:57:00,03:03:00,"Prelim_Trial","2000",6,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","Yes",03:03:00,03:04:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",03:04:00,03:09:00,"Prelim_Trial","2000",5,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",03:09:00,03:11:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",03:11:00,03:22:00,"Prelim_Trial","2000",11,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",03:22:00,03:24:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",03:24:00,03:30:00,"Prelim_Trial","2000",6,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",03:30:00,03:34:00,"Prelim_Trial","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",03:34:00,03:38:00,"Prelim_Trial","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",03:38:00,03:40:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",03:40:00,03:55:00,"Prelim_Trial","2000",15,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",03:55:00,04:08:00,"Prelim_Trial","2000",13,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",04:08:00,04:11:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",04:11:00,04:13:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","BS","Stimulus","SW","Yes","No",04:13:00,04:15:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","BS","Stimulus","SW","Yes","Yes",04:15:00,04:16:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","BS","Stimulus","SW","Yes","No",04:16:00,04:18:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","SW","Yes","No",04:18:00,04:20:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",04:20:00,04:21:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",04:21:00,04:23:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",04:23:00,04:27:00,"Prelim_Trial","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","Yes",04:27:00,04:29:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",04:29:00,04:41:00,"Prelim_Trial","2000",12,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",04:41:00,04:42:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",04:42:00,04:51:00,"Prelim_Trial","2000",9,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",04:51:00,04:55:00,"Prelim_Trial","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",04:55:00,04:57:00,"Prelim_Trial","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",04:57:00,05:01:00,"Prelim_Trial","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FNW","Yes","No",05:01:00,05:04:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","Yes",05:04:00,05:05:00,"Prelim_Trial","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Sitting","FS","Stimulus","FSC","Yes","Yes",05:05:00,05:08:00,"Prelim_Trial","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv","Swimming","FS","Stimulus","FSC","Yes","No",05:08:00,05:14:00,"Prelim_Trial","2000",6,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_PT.csv",NA,NA,NA,NA,NA,NA,NA,NA,"Prelim_Trial","2000",NA,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Sitting","BC","Control","FNW","No","No",00:12:00,00:14:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","FNW","No","No",00:14:00,00:16:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","No","No",00:16:00,00:17:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Sitting","FC","Control","FNW","No","No",00:17:00,00:19:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","No","No",00:19:00,00:20:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Sitting","FC","Control","FNW","No","No",00:20:00,00:22:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","No","No",00:22:00,00:25:00,"Trial_1","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Sitting","FC","Control","FNW","No","No",00:25:00,00:30:00,"Trial_1","2000",5,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","No","No",00:30:00,00:32:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Sitting","FC","Control","FNW","Yes","No",00:32:00,00:50:00,"Trial_1","2000",18,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","Yes","No",00:50:00,00:52:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Sitting","FC","Control","FNW","Yes","No",00:52:00,00:53:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FCC","Yes","No",00:53:00,00:56:00,"Trial_1","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","CW","Yes","No",00:56:00,00:58:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","BNW","No","No",00:58:00,01:02:00,"Trial_1","2000",4,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","BCC","Yes","No",01:02:00,01:04:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Sitting","BC","Control","BCC","Yes","Yes",01:04:00,01:13:00,"Trial_1","2000",9,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","BCC","Yes","No",01:13:00,01:15:00,"Trial_1","2000",2,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","BNW","Yes","No",01:15:00,01:16:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","BCC","Yes","No",01:16:00,01:28:00,"Trial_1","2000",12,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","BNW","Yes","No",01:28:00,01:31:00,"Trial_1","2000",3,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","BCC","Yes","No",01:31:00,01:45:00,"Trial_1","2000",14,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Sitting","BC","Control","BNW","Yes","Yes",01:45:00,01:51:00,"Trial_1","2000",6,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","BCC","Yes","No",01:51:00,01:52:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","BC","Control","CW","Yes","No",01:52:00,01:53:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","No","No",01:53:00,01:54:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","Yes","No",01:54:00,01:59:00,"Trial_1","2000",5,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FCC","Yes","No",01:59:00,02:00:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","Yes","No",02:00:00,02:13:00,"Trial_1","2000",13,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","Yes","Yes",02:13:00,02:14:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FCC","Yes","No",02:14:00,02:15:00,"Trial_1","2000",1,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FNW","Yes","No",02:15:00,02:20:00,"Trial_1","2000",5,"1","4"
"C:/Users/annak/OneDrive/Documents/GitHub/IMI_Chemical_Cue_Detection/data/painted_turtles/Cp_2000_T1.csv","Swimming","FC","Control","FCC","Yes","No",02:20:00,02:22:00,"Trial_1","2000",2,"1","4"
